,Bacteroides,Bifidobacterium,Phocaeicola,Fusicatenibacter,Roseburia,Hominilimicola,Blautia,Faecalibacterium,GGB4605,Ruminococcus,Anaerostipes,Collinsella,Agathobacter,Alistipes,GGB3612,Faecalibacillus,Dorea,Simiaoa,Hominenteromicrobium,Mediterraneibacter,Waltera,Parabacteroides,Candidatus Cibionibacter,Streptococcus,Escherichia,Coprococcus,Clostridium,Agathobaculum,Anaerobutyricum,Ruthenibacterium,Anaerotignum,Phascolarctobacterium,Eubacterium,Odoribacter,Lentihominibacter,Flavonifractor,Gallintestinimicrobium,Dysosmobacter,Lachnospira,Thomasclavelia,Veillonella,Haemophilus,Intestinibacter,Enterococcus,GGB51491,Actinomyces,Prevotella,Segatella,GGB3277,GGB4585,GGB4710,GGB4266,GGB3345,Holdemanella,Catenibacterium,Sarcina,Paratractidigestivibacter,Anthropogastromicrobium,GGB4564,Oscillibacter,Oliverpabstia,GGB4644,GGB82047,Pseudoflavonifractor,Vescimonas,GGB3862,Leyella,GGB9730,GGB51647,Butyricicoccus,GGB3118,GGB58067,GGB3478,GGB4604,GGB4682,GGB9642,GGB9715,GGB1495,GGB9627,GGB3636,GGB81330,GGB9634,Ellagibacter,GGB1239,GGB4552,Romboutsia,GGB9737,GGB51431,Slackia,GGB101072,GGB99810,GGB3189,Ligilactobacillus,GGB2983,GGB143455,GGB3256,GGB4642,GGB35068,GGB4723,Senegalimassilia,GGB9712,GGB3429,GGB9760,GGB9766,GGB49409,GGB4704,GGB9603,GGB4888,GGB9370,Pilosibacter,Faecalicatena,GGB9708,Rothia,GGB9290,GGB3588,GGB13404,Eshraghiella,Parolsenella,GGB9690,GGB9758,GGB9774,GGB9790,GGB4456,GGB1247,GGB3304,GGB3730,GGB9380,GGB4672,GGB9759,GGB115571,Jutongia,Mogibacterium,GGB9590,Akkermansia,GGB34797,GGB3109,GGB4611,Brotocaccenecus,GGB4591,Methanobrevibacter,GGB3623,GGB1627,GGB3306,GGB9342,GGB4699,GGB9691,GGB9677,GGB9636,GGB9602,GGB31460,GGB143497,GGB3653,Kineothrix,GGB9707,GGB4603,GGB9699,GGB13493,GGB4578,GGB1266,GGB4684,Wujia,GGB3619,GGB9747,GGB9293,GGB3321,GGB82668,GGB9618,GGB4584,GGB2958,GGB9778,GGB9608,GGB49418,GGB49284,GGB9786,GGB34228,Butyricimonas,GGB9302,GGB74412,GGB9383,GGB4884,GGB9767,Paraprevotella,Barnesiella,GGB9502,Bilophila,Hominiventricola,Holdemania,Lawsonibacter,GGB9522,GGB4599,Phoenicibacter,GGB9420,GGB9347,Treponema,GGB9762,GGB9345,GGB9787,Hominifimenecus,GGB9189,otros
37035_1#32,1.04613,0.47623,0.15474,0.13043,3.01563,0.02634,0.34501,12.53767,0.14749,2.53425,0.0,0.1072299999999999,4.80013,0.33946,0.0,0.0,0.50559,0.28673,0.08047,0.8481299999999999,0.5275,0.2486199999999999,0.23489,0.0,0.04807,1.43935,1.34573,0.19594,0.02154,0.0,0.11896,0.0129,0.06905,0.03267,0.0,0.0,0.1424099999999999,0.19971,1.3161,0.0,0.01403,0.0254199999999999,0.0,0.0,0.0,0.0,0.70962,13.61535,0.18759,0.2579599999999999,0.0,3.77466,1.5915700000000002,0.12163,1.5535,0.0,0.0,0.0,0.06043,1.42741,0.01646,0.10617,0.0,0.07927,0.4281,0.0,0.0,0.17085,2.20933,0.0,0.15399,0.02005,0.00055,0.0,0.10124,0.03746,1.5993700000000002,1.15467,0.00253,0.0,0.21836,1.85728,0.12027,0.0,0.16327,0.0,0.02913,0.00664,0.02585,0.01134,0.0,0.20245,0.07012,0.02245,0.01037,1.58556,0.3077,0.00966,0.1420799999999999,0.0,0.11595,0.0,0.20581,0.04135,0.02696,0.00949,0.22685,0.0,0.0,0.06001,0.10032,2.33074,0.00541,0.02199,0.0,0.00285,0.96663,0.00942,0.02636,0.06819,0.34074,0.00271,0.0,0.0,0.97921,0.0,0.0,0.0,0.0118599999999999,0.0,0.0182,0.01304,0.01024,0.0,0.0,0.0,0.0,0.5202399999999999,0.00932,0.18713,0.0935,0.0,1.36454,0.37885,0.10219,0.0541799999999999,0.01952,0.13764,0.09817,0.06113,0.72318,0.00603,0.2601699999999999,0.19555,0.06675,0.17979,0.02995,0.87464,0.0,0.0,0.5886600000000001,0.1196599999999999,0.8253799999999999,0.03897,0.06538,0.0,0.16794,0.0,0.0208199999999999,0.0,0.03205,0.01364,0.0,0.0,0.00223,0.0,0.0,0.25884,0.0,0.0,0.02775,0.0333,0.0,0.08137,0.00394,0.0637799999999999,0.0,0.0,0.0,0.8279299999999999,0.0,0.0,0.21669,0.0,0.09008,0.38492,0.0,0.07445,0.06408,17.504500000000053
37035_1#3,8.35412,0.17071,0.04303,0.0671799999999999,0.19488,0.03646,0.59414,3.3451,0.0,3.76297,0.0,0.06894,7.10588,0.52131,0.0,0.0,1.78607,0.84559,0.30522,5.47082,0.00143,0.00659,0.39818,0.0335699999999999,0.80829,3.00827,0.12103,1.86229,0.04256,0.1078799999999999,0.68545,0.03948,0.11523,0.05261,0.23742,0.03283,0.0,0.02533,0.05824,0.03924,0.00312,0.00399,0.0,0.0,0.00346,0.0,0.0,1.63239,0.07601,0.16919,0.0,0.0,0.12208,4.38021,0.0,0.00584,0.0,0.04718,0.0,2.62636,0.16791,0.0768399999999999,0.0,0.01154,1.43405,0.0,0.0,0.18384,0.0,0.0,0.1426599999999999,0.03292,0.0,0.0,9.91553,0.26136,5.5000800000000005,0.0,1.33293,0.0,0.0055299999999999,10.83403,0.0,0.0,0.12579,0.00892,0.0,0.0,0.0,0.04745,0.00374,0.0,0.0,0.00322,0.0,0.64728,0.0,0.0,0.0,0.10101,0.0,0.09082,0.04906,0.04227,0.01953,0.0,0.02555,0.0,0.02141,0.04463,0.0510899999999999,1.41426,0.00099,0.0,0.59563,0.08759,0.07818,0.0,0.0,0.0,0.0,0.1093,0.0,0.0,0.0,0.09405,0.0,0.0,0.0,0.0,0.0,0.0,0.0036299999999999,0.0,0.01098,0.0,0.03813,0.0,0.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07675,0.19644,0.0,0.26431,0.0,0.22964,0.0,1.26824,0.0,0.6424,0.0055899999999999,0.0381,0.1593099999999999,0.0,0.2559599999999999,0.0,0.03936,0.0,0.0,0.0,0.0256,0.0691799999999999,0.0,0.0,0.0609899999999999,0.0,0.0578399999999999,0.0,0.0,0.0,0.3409,0.00199,0.0,0.0,0.0,0.0,0.00891,0.00342,0.0,0.0,0.0,0.0,0.0,0.0,0.13719,0.0,0.0,0.01237,0.09838,12.66123
37035_1#4,0.0,0.00474,0.0,0.74217,0.0,0.0,1.6982099999999998,0.06348,0.0,0.85219,0.00255,0.65852,0.0367199999999999,0.0,0.0,0.06213,0.5518,0.0,0.13665,0.19671,0.0,0.0,0.43315,10.55749,1.8406,0.00358,6.0727,0.0,0.24179,0.0,0.06264,0.0,1.2031,0.0,0.27066,0.0,0.0,0.00056,0.0090599999999999,0.0,0.0,0.0075,0.0655,0.09352,0.0,0.0,0.01957,0.4530899999999999,0.0,0.0377,0.0,0.0151199999999999,0.0035,1.06298,1.30293,0.0,0.3411099999999999,0.0,0.0,0.0783399999999999,0.04772,0.11967,0.0,0.01543,0.0281,1.29416,0.02738,0.59723,0.0049299999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.02354,0.15899,0.0,0.0,0.0,0.0118,0.0,0.67088,0.00392,0.0,0.08649,0.0,0.00627,0.07045,0.0,0.0,0.0,0.0,0.0,0.0,0.15969,0.89386,0.0,0.00703,0.11435,0.05559,0.0015,0.4487,0.23645,0.02277,0.0,0.0,0.06611,0.0763,0.0,0.0,0.00951,0.0,0.04798,0.0321199999999999,0.0,0.0,0.19352,0.0,0.12535,0.0,0.3528,0.01866,0.03688,0.70828,0.0,0.0,0.96552,0.29755,0.0,0.0,0.2266099999999999,0.0,0.0,0.03041,0.0,0.0,0.0,0.0,0.8787200000000001,0.03285,0.0426,0.00482,0.0,0.0,0.00828,0.23614,0.51679,0.0,0.0,0.0,0.0,0.03351,0.0,0.0,0.0,0.0,0.0,0.0,0.97906,0.0,0.0,0.0,0.0,0.01779,0.33592,0.0,0.00468,0.0,0.1189099999999999,0.0,0.0036,0.02769,0.1016,0.0,0.0,0.0,0.0,0.03198,0.0283399999999999,0.28049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37485,0.0,0.0,0.00861,0.0,0.0,0.0,0.0,58.456210000000006
37035_1#5,0.0,3.76833,0.0,3.37083,0.67742,0.0119,3.91522,1.00161,0.0,1.63353,0.0,2.20739,1.88362,0.0,0.0,0.28602,1.31039,0.03516,0.0,1.64113,0.0,0.0,0.64449,0.16353,0.16004,1.44847,2.80294,0.0,0.22465,0.0,0.02581,0.0,0.00431,0.0,0.09,0.0,0.0287,0.0,0.07217,0.0,0.0,0.0,0.33413,0.03242,0.012,0.0,0.24369,3.62355,2.27719,0.0,0.0,0.1146599999999999,0.1009999999999999,11.94447,6.9408,0.25989,1.01706,0.0836799999999999,0.0,0.01034,0.06397,0.83193,0.0,0.06842,0.00327,5.69249,0.2574099999999999,2.12142,0.70463,0.0317,0.0,0.00301,0.0,0.6150800000000001,1.96695,0.05112,0.06296,0.01089,0.0,0.08337,0.02494,0.11574,1.6649,0.0,0.0,1.13802,0.0011099999999999,0.30655,0.4384399999999999,0.0,0.02203,0.0,5.90652,0.0,0.0,0.0064,0.9448,0.01163,0.11469,0.17453,0.0,0.0,0.39311,0.0799,0.03734,0.00767,0.02607,0.3427699999999999,0.09456,0.0,0.0,0.0,0.0,0.0,0.3035,0.0,0.0,7.551130000000001,0.0289,0.09096,0.00416,0.2240199999999999,0.02986,0.0,0.0,0.20978,0.4946899999999999,0.8357899999999999,0.15717,0.0,0.00698,0.05872,0.0,0.0,0.05309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0214,0.0,0.0,0.01409,0.0,0.0,0.09704,0.0297,0.0,0.07363,0.0,0.0,0.0,0.08355,0.40191,0.0,0.00634,0.0,0.0,0.0,0.0350899999999999,0.10804,0.08505,0.0,0.0,0.0,0.04172,0.0,0.17212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15597,0.0,0.0,0.37533,0.00718,0.0,0.0009,0.0,0.0,9.419310000000007
37035_1#6,0.0,0.0,0.0,1.46053,0.13204,0.00809,4.90232,0.02292,0.0215199999999999,0.5332600000000001,0.19598,2.5201,0.80745,0.0,0.0,5.56572,1.24646,0.15728,0.01885,1.29049,0.0009,0.0,0.50203,1.30699,23.84401,0.95229,0.63202,0.0,0.37784,0.0,0.0998899999999999,0.0,0.02566,0.0,0.0,0.0,0.00156,0.0,0.0,0.0,0.0,0.0,0.00298,23.9848,0.0087599999999999,0.06273,0.21643,2.02988,0.0,0.0,0.0,0.0,0.0,10.70435,0.07546,0.2324,0.47667,0.01484,0.0,0.0,0.20133,0.0,0.0498,0.0,0.0,0.0,0.11247,0.73483,0.0,0.9261,0.0,0.0,0.0,0.0147,0.0,0.0,0.01799,0.0,0.00156,0.0,0.0,0.0,1.09375,0.0,0.12052,0.42176,0.0,0.0,0.1083799999999999,0.0,0.0853299999999999,0.0,3.29774,0.0,0.0,0.0,0.86041,0.01222,0.0,0.36428,0.0,0.0,0.11348,0.0,0.01917,0.03471,0.0,0.89794,0.0,0.0,0.00049,0.0,0.04663,0.0,0.01544,0.0,0.02124,0.42616,0.0,0.0,0.0,0.12136,0.0,0.03852,0.0,0.0,0.79137,0.22616,0.06832,0.0,0.0,0.0070599999999999,0.0,0.04805,0.01197,0.0,0.0707899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075299999999999,0.0,0.01965,0.0,0.0,0.0,0.0,0.03006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80897,0.04393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2723299999999598
37035_1#7,0.0,1.222,0.0,0.12842,0.16976,0.09766,1.09462,0.08862,0.16204,0.5089899999999999,0.0,1.42895,0.15719,0.0,0.0,0.08004,0.45947,0.06397,0.0,0.1020799999999999,0.0,0.0,1.48511,21.02393,0.16525,0.14507,5.34806,0.0,0.22121,0.0,0.00611,0.0,0.0,0.0,0.02613,0.0,0.0,0.0,0.0006799999999999,0.0,0.02608,0.13769,0.20177,0.37542,0.0,0.0194599999999999,0.0,1.7567,0.01526,0.04256,0.0,0.04994,0.0,3.44314,1.32756,0.07824,2.44139,0.00471,0.0,0.0,0.18581,0.0,0.28561,0.0,0.0,1.40487,0.0264399999999999,0.28484,0.0,0.01093,0.0,0.00042,0.0,0.04137,0.24475,0.0,0.00362,0.0,0.0,0.00043,0.0,0.0,3.83185,0.106,0.0206,0.56842,0.0055299999999999,0.0,0.16745,0.0,0.0,0.0,0.44723,0.01252,0.0,0.04227,0.1337,0.00234,0.0,0.33729,0.0,0.0215099999999999,0.17524,0.01239,0.00224,0.0,0.0,0.48943,0.05289,0.0,0.0,0.0,0.00773,0.0,0.02189,0.0,0.00857,3.30709,0.0,0.00615,0.0,0.20713,0.13765,0.02326,0.0,0.08515,1.04673,0.05624,0.02818,0.0,0.0,0.15162,0.0,0.0,0.04149,0.0,0.0,0.0,0.0,0.43358,0.0,0.03933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028,0.00419,0.0,0.0463,0.0,0.0,0.01473,0.01236,0.08906,0.0,0.0,0.0,0.0,0.0,0.27349,0.0,0.00151,0.0,0.0,0.0,0.0,0.17035,0.0,0.0,0.0,0.0,0.0,0.00132,0.10672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2276699999999999,0.0,0.0,0.1498799999999999,0.0,0.00367,0.0,0.0,0.0,40.273409999999956
37035_1#8,0.0,0.0,0.0,0.05563,3.00293,0.0,0.5189600000000001,6.373880000000001,0.0,17.68356,0.0,0.04236,2.67256,0.0,0.0,0.04722,0.16789,0.0905,0.01355,0.23203,0.0862899999999999,0.0,0.05457,2.9041900000000003,0.0118,0.51648,1.00265,0.17494,0.03568,0.0,0.04212,0.1251799999999999,0.3532099999999999,0.0,0.01055,0.0,0.15596,0.0920899999999999,0.08159,0.0,0.0,1.0555,0.0,0.06867,0.0,0.0,0.66664,20.17362,0.18853,1.32244,0.0096099999999999,0.25372,0.12192,0.29934,0.12629,0.0,0.0,0.11289,0.0,1.22743,0.01545,0.0,0.6132,0.21791,0.15784,0.14169,1.04861,0.03383,0.0,0.0,0.17827,0.0223,0.0326399999999999,0.0,0.0,0.24215,0.05306,0.35343,0.0,0.0,0.08145,1.41003,0.00424,3.29665,0.03937,0.17937,0.04824,0.0,0.09032,0.02401,0.0,0.0,0.0,0.0102099999999999,0.10335,0.09815,1.10039,0.00894,0.0,0.44636,0.0602399999999999,0.00798,0.0062299999999999,0.0099,0.0,0.0,0.1050099999999999,0.0,0.0,0.02045,0.0,0.34214,0.00893,0.00193,0.0,0.0,0.02676,0.0,0.01032,0.00439,0.03035,0.0,0.0,0.93105,0.00122,0.0,0.0,0.04046,0.0,0.1120599999999999,0.02289,0.0,0.00622,0.0,0.02963,0.0,0.0,0.00223,0.0,0.03199,0.0,0.26847,0.01375,0.0,0.01433,0.0,0.0113099999999999,0.08394,0.03664,0.00128,0.03005,0.0,0.04646,0.08839,0.0,0.0,0.0,0.17438,0.72014,0.01806,0.02483,0.05805,0.0259,0.0,0.21327,0.0,0.01204,0.0,0.0,0.0,0.0,0.00618,0.0,0.0,0.00413,0.0,0.0,0.09272,0.0,0.1184099999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01721,1.2891,0.0,0.0,0.0,0.0,0.0,22.592150000000004
37035_1#9,0.0,2.11813,0.0,0.05014,0.14825,0.0,6.15078,0.2519099999999999,0.16097,0.57577,0.6031,3.46225,0.02591,0.0,0.0,0.1045799999999999,1.60769,0.0,0.0,0.14274,0.0,0.0,0.1389099999999999,21.98505,0.00451,0.1579,0.0,0.0,0.4215399999999999,0.0,0.34318,0.0,0.38977,0.0,0.4669899999999999,0.0,0.0,0.0030399999999999,0.0,0.0,0.0,0.0616899999999999,0.0036799999999999,0.0,0.0,0.0,0.0,0.66674,0.0,0.07496,0.07354,0.02005,0.0,3.45406,11.05331,0.0,0.6412800000000001,0.0,0.0,0.0,0.06565,0.0,0.00584,0.0,0.0,0.0,0.0,0.11813,0.0,0.0,0.0,0.0,0.00647,0.10597,1.88611,0.0153599999999999,0.0084099999999999,0.0,0.0,0.02846,0.0,0.06479,3.13143,0.0038,0.0,0.0,0.0,0.0,0.33455,0.0,0.0,0.0151199999999999,5.11736,0.0,0.0,0.0917299999999999,5.82057,0.0,0.0,1.0721,0.0,0.0,0.22816,0.00652,0.0,0.0,0.0,0.30725,0.27136,0.0,0.0,0.0,0.0,0.0,0.19324,0.0,0.0,0.8188,0.0,0.0,0.0,0.26337,0.0,0.0,0.0,0.0,0.30657,0.0200599999999999,0.19163,0.63899,0.0,0.56802,0.0,0.0,0.0129699999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.01155,0.0,0.0,0.02027,0.0,0.0,0.0,0.0,0.01248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31609,0.0,0.0,0.0,0.0,0.63955,0.0,0.0,0.0,0.0324,0.0,0.0,0.31425,0.0,0.0,0.0,0.0,0.00689,0.07931,0.90772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21792,1.39951,0.0,0.0,0.31384,0.0,0.0,0.0,0.0,0.0,16.64701
37035_2#10,3.90488,0.0401199999999999,3.24843,0.07508,2.92231,1.03406,0.82037,7.319789999999999,0.08086,5.75479,0.17022,0.05621,2.13964,2.08652,0.0,0.0,0.85021,12.01948,0.09985,0.56234,0.40048,0.7228899999999999,0.43182,0.18419,0.0,1.03751,1.6568200000000002,0.00705,0.0071,0.0,0.17559,1.06725,0.2373,0.40493,0.0,0.0,0.06615,1.1414799999999998,1.75161,0.00446,0.0067,0.06634,0.0,0.00805,0.0,0.0,3.33958,15.02608,0.0,0.0,0.0,0.0,0.0,0.60339,0.1271,0.0,0.0,0.21921,0.0,1.7114200000000002,0.10203,0.0,0.0,0.0,0.3571,0.0,0.0,0.00202,0.0,0.0,0.0,0.02301,0.0,0.0,0.0,0.00752,0.61543,0.0,0.39244,0.0,0.01042,1.47919,0.0,0.0,0.0,0.021,0.34294,0.0,0.0,0.00687,0.00074,0.0,0.00962,0.0,0.02058,0.0,0.0,0.0,0.0,0.0,0.05821,0.0,0.10212,0.0044,0.00246,0.0,0.0,0.0,0.0,0.09401,0.28213,0.1314799999999999,0.0,0.0,0.0,0.0381899999999999,0.8708100000000001,0.0,0.15841,0.06084,0.02528,0.02667,0.0,0.0,0.15517,0.0,0.0,0.0,0.0,0.39334,0.0,0.0,0.01177,0.0,0.0,0.00996,0.01431,0.77441,0.0,0.0,0.0,2.24096,0.1132099999999999,0.0,0.0,0.0,0.03135,0.99169,0.0,0.0,0.09251,0.14334,0.55255,0.02181,0.10651,0.05136,0.0,0.0,0.0,0.0,2.01074,0.28701,0.05256,0.10702,0.0,0.0,0.04311,0.0,0.00282,0.0,0.00086,0.0,0.0,0.0,0.019,0.03073,0.0,0.0,0.0,0.0,0.00565,0.16279,0.1131,0.01499,0.0734,0.11224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133599999999999,0.0,0.00036,0.0063,12.404129999999983
37035_2#11,4.15437,0.43076,6.57096,0.0,1.95058,0.32525,0.52084,17.57195,0.0,6.51574,0.1885099999999999,0.12875,0.0,11.01755,0.0,0.61654,0.0,0.0,0.0,1.4090200000000002,0.0,0.0,0.0,0.0097,0.01568,0.02922,2.45033,0.05686,0.05119,0.22168,0.38042,0.0,0.40841,0.282,0.0,0.59029,0.0,1.01854,19.3569,0.05599,0.08911,0.00789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58056,0.0,0.0532399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55959,0.0,0.0,0.0,0.15818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.073539999999987
37035_2#12,0.43068,0.22553,0.5985699999999999,0.75865,4.92855,0.75617,1.34041,10.09356,0.0,2.53359,0.0065099999999999,0.13564,6.17597,0.65213,0.04233,0.69315,1.23766,0.06258,0.15066,0.81505,0.95066,0.07985,0.23206,0.00356,0.00212,1.79172,4.3837,0.07965,0.05359,0.01309,0.02384,0.17948,1.94194,0.01649,0.0,0.00853,0.31965,0.20792,2.33913,0.02837,0.13145,0.01487,0.01064,0.05934,0.01092,0.0,0.0,1.40689,0.0,2.60524,0.0,0.0,0.23564,0.0,0.0,0.0,0.0,0.13727,0.09137,0.94593,0.0150099999999999,0.0,0.0,5.24169,0.09796,0.0,0.0,0.59948,0.0,0.0,0.0,0.0,0.0348399999999999,0.08563,0.0,0.01879,0.8457,0.0,0.04477,0.0,0.23593,1.88168,0.0,0.0,0.76076,0.04433,0.0,0.0,0.0,0.0,0.0,0.0,0.00144,0.0124599999999999,0.05547,0.0,0.10213,0.00042,0.4748699999999999,0.0,0.14679,0.00411,0.2198099999999999,0.03622,0.01828,0.00955,0.23134,0.0,0.0,0.05231,0.67277,0.9364,0.0,0.0,0.0,0.01244,4.50632,0.0,0.03423,1.26825,0.0,0.0142199999999999,0.0,0.0,0.5290600000000001,0.0,0.0,0.0,0.07051,0.0473899999999999,0.00186,0.0,0.01485,0.0,0.0,0.06333,0.00112,0.6817300000000001,0.38088,0.0,0.0,0.0,0.0,0.0,0.1209799999999999,0.0,0.0,0.06221,0.19849,0.11798,0.35443,0.02681,0.0168199999999999,0.19909,0.1942,0.0,0.0291899999999999,3.5441300000000004,0.0,0.66323,0.0664,0.0075,0.33474,0.00861,0.1362799999999999,0.0,0.02647,0.6080399999999999,0.0192099999999999,0.0,0.01211,0.01032,0.0,0.0,0.0006799999999999,0.00115,0.01112,0.0,0.0,0.0,0.05187,0.0,0.14555,0.09003,0.0,0.0495899999999999,0.01393,0.00073,0.0212699999999999,5.86501,0.0,0.0,0.02454,0.0,0.0,0.0515399999999999,0.0,0.00558,0.0088,16.45194000000007
37035_2#13,2.56366,0.0701,4.955030000000001,0.0223599999999999,4.58456,0.32953,0.0765,5.74351,0.0,0.0,0.0,0.00361,1.71694,1.80694,0.088,0.0187,0.00806,0.0,0.0493899999999999,0.11519,0.30654,0.5525100000000001,0.02273,0.0257699999999999,0.01065,0.03541,0.3566,0.00718,0.0,0.0362399999999999,0.3664699999999999,0.17482,0.0,0.07755,0.0,0.23751,0.01461,0.15623,1.68743,0.0,0.0284,0.05112,0.0,0.0,0.0,0.0,0.0,62.49222,0.0,0.0,0.0,0.0,0.0,0.19635,0.0,0.0,0.0,0.17712,0.0,0.89323,0.0,0.0,0.0,0.00335,0.42149,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16584,1.0235299999999998,0.0,0.0,0.0,0.0,0.00398,0.0,0.0,0.0016699999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.05171,0.0,0.0,0.10355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02855,0.0,0.0,0.0,0.0,0.0,0.0,0.34438,0.0,0.0775899999999999,0.09579,0.0,0.03691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.935000000000009
37035_2#14,0.88345,0.0,0.01952,0.22623,0.90636,0.04483,0.62019,2.5978,0.0,4.50154,0.25217,0.16167,0.00021,0.5626800000000001,0.0,0.0149,0.32001,1.59119,0.04196,0.02494,0.1052599999999999,0.55729,0.03207,0.0,0.00036,0.63502,0.2833,0.71596,0.07072,0.0834299999999999,0.02464,0.83878,0.07066,0.12157,0.01184,0.0,0.00501,0.81726,0.47278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42593,3.20413,0.0,0.04058,0.0,0.0,1.0143799999999998,0.06197,0.0,0.0,0.0,0.0034,0.22426,2.62227,0.0,0.0,0.0,0.3438199999999999,0.46383,0.0,0.98326,0.01811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01715,0.5080600000000001,0.0,0.0,0.0,0.02713,5.844930000000001,0.0,0.71673,0.0,0.0,0.0,0.0,0.02788,0.0,0.0591,0.0,0.0,0.02886,0.07578,0.25513,0.06284,0.0,0.0,0.04676,1.56505,0.0,0.10885,0.0,0.0044,0.0,0.0,0.00835,0.0,0.01754,0.05862,1.70907,0.0,0.03047,0.0,0.0045899999999999,11.73275,0.0,0.0,0.11911,0.50592,0.0,0.0,0.0,1.5023,0.0,0.0,0.0,0.02213,0.0,0.01707,0.0,0.0,0.0,0.0,0.0,0.0,0.50993,0.0,0.22954,0.0,0.0,0.0,0.188,0.0,1.11915,0.32347,0.47851,0.08616,0.0,1.0908799999999998,0.7098800000000001,2.02769,0.06811,0.0,0.06081,0.2824,0.0,0.02171,0.07324,0.0,0.30316,0.29378,0.4434,0.13139,0.0,0.49267,0.0,0.97973,0.0,0.07979,0.00633,0.0,0.04936,0.13922,0.00609,0.0,0.3895099999999999,0.0,0.0,0.13188,0.02363,0.15739,0.0276399999999999,0.16887,0.05754,0.0073799999999999,0.09531,0.0,0.0,0.0,0.0,0.14337,0.0,0.0,2.57371,0.05873,0.03249,0.08326,33.75678000000004
