,PC1,PC2,Westernization
H2F514923,10.01995126914625,-11.127792571321926,Occidental
H2M413924,-4.717128278382766,5.659269566308185,Occidental
H2M514925,11.962249283654486,-2.286241649645322,Occidental
H2M414926,18.829925647276156,4.785859861904715,Occidental
H2M414927,19.317386074618742,-5.329336138472628,Occidental
H2MX14928,3.890675610080498,16.91483044488675,Occidental
H2M614929,-1.7026614609922621,1.432267135679898,Occidental
H2M514930,10.186420704762941,-12.481434940607866,Occidental
H2M414931,5.217213438362759,-8.205029991784421,Occidental
H2M614832,-2.1062211791757743,-1.7688093439140689,Occidental
H2M513933,-6.766939045181548,-12.099066411391846,Occidental
H2M513934,-6.005200886463712,11.453994626136645,Occidental
H2F413935,2.499518570922006,-2.1169201768014014,Occidental
H2M513936,5.296691234285737,9.4516851987016,Occidental
H2M513937,0.018619776367101437,-1.855902295786655,Occidental
H2M513938,-17.012402992700103,10.276413702234152,Occidental
H2M513939,8.644868760890061,8.105857251306613,Occidental
H2M514841,-4.697518229385283,-10.313913401380727,Occidental
H2M614742,-10.315099759051861,2.7096539545537244,Occidental
H2M514943,-0.5287062354394578,12.089783230149395,Occidental
H3M415852,5.193558121580321,19.422674269896824,Occidental
H3M515950,22.6102972244228,-0.9337957685103024,Occidental
H3M516845,-9.830350778620556,4.135411802852761,Occidental
H3M615846,8.217232987611093,-5.478031164178872,Occidental
H3M615747,-1.883852412932713,11.236474033765827,Occidental
H3M515936,-10.620496683995206,4.466496697700488,Occidental
H3M515137,-11.07660120496525,-1.5300182656944896,Occidental
H3M515138,-3.736624045171249,0.46579235434762634,Occidental
H3M414933,-2.796602318556868,3.9315596586153303,Occidental
H3M515128,-7.5080736510309585,6.793098812537939,Occidental
H3M515920,11.269480648169877,6.031239303894795,Occidental
H3M515915,-3.9636814570009005,2.0101255483144564,Occidental
H3M515910,13.741111794419396,10.241459833874945,Occidental
H3M415906,0.4254823652630524,16.16635824280594,Occidental
H3M515902,-7.35317233781667,13.143710414909126,Occidental
H1M412949,0.16055428376987813,2.8001400669224066,Occidental
H1M612950,15.788957115389728,6.76217223428553,Occidental
H1F512951,-4.64399143583875,7.355245509559982,Occidental
H3M515101,2.3337633090253087,8.934388165952544,Occidental
H3F416103,-1.1386831985380148,-8.211293285582219,Occidental
H3M516804,6.365307429511144,-3.424468038416376,Occidental
H3M516105,15.234046081827312,10.716519744790313,Occidental
H3M515107,-1.2879340730881683,16.7407663019749,Occidental
H3M518108,4.645535818635083,6.302732463643207,Occidental
H3M516909,30.096728874637613,7.759868731758745,Occidental
H3F516111,8.800342446783814,-12.624427414877935,Occidental
H3M518112,22.994809125301458,-3.269289623074406,Occidental
H3M516113,-10.00673682148387,3.820832232188711,Occidental
H3M516114,11.914091432391075,-6.215253363800772,Occidental
H3M518116,12.237368155302462,0.11721894763306206,Occidental
H3M415117,18.825553968798346,-14.379169132229329,Occidental
H3M516118,2.5543459563681816,-10.147801057551934,Occidental
H3MX16919,-5.546486195643402,-1.3971216568230878,Occidental
H3M517921,-5.03789488217237,10.022012830896948,Occidental
H3M517922,7.323416940850896,13.000695390243257,Occidental
H3M515123,-8.626070007420825,-3.098977801871098,Occidental
H3M416124,0.08314771505769691,-3.139907299162716,Occidental
H3M517925,-14.379175467879584,-2.000609453660366,Occidental
H3M420126,-5.492464957396505,15.97768269035987,Occidental
H3M416127,13.14998216945872,9.23949926155463,Occidental
H3M516129,2.0330683539060335,-3.9181947404324484,Occidental
H3M515130,17.333222433701877,3.4682592601553663,Occidental
H3M415131,-10.791732945613855,-8.107831175254677,Occidental
H3M615132,-8.635591106258339,7.923401115645588,Occidental
H3M517134,5.980872056043493,2.9022137166500848,Occidental
H3M515935,11.61488583408688,-1.232657271604264,Occidental
H3M419939,6.500359096496529,-8.454240071547055,Occidental
H3M415140,3.8228271456860066,0.04956454406741706,Occidental
H3M513141,27.953036915398066,3.652306408587565,Occidental
H3M514142,13.983656077354453,13.198653742157553,Occidental
H3M514143,-4.27486174635882,3.9088644527188854,Occidental
H3M514144,-3.1348062061681325,4.082031376458775,Occidental
H3M616848,-4.742089031987572,3.234428083121155,Occidental
H3M617849,-7.351855689392341,-6.105926634042684,Occidental
H3M516751,-10.881135004634373,2.995350700185799,Occidental
H3M616753,-8.134100747191876,3.857966714954384,Occidental
H3M516154,7.97371844820386,7.184557774268844,Occidental
H2M514107,-12.275373559855922,1.1384229551257583,Occidental
M0x10MCx1784,-4.508010757245609,-7.713407010202203,Occidental
M0x10MCx2636,-4.877052874298926,-8.805360926126411,Occidental
M0x13MCx2232,-2.871798031771272,-6.375761470012589,Occidental
M0x14MCx1158,-16.521665766478826,-12.101596307417179,Occidental
M0x14MCx1182,9.894519960251921,-10.286337570651362,Occidental
M0x14MCx1209,-21.524682910396194,-4.272530379340801,Occidental
M0x14MCx1397,-19.358622169456826,-1.8509525042892223,Occidental
M0x14MCx1407,-18.523126779321085,0.4511119881851977,Occidental
M0x14MCx1409,-16.925917519866296,-1.09755520337134,Occidental
M0x14MCx1485,-18.438347024159402,-12.025660798825776,Occidental
M0x14MCx1540,-18.6797155195587,-10.761827699915898,Occidental
M0x14MCx1549,-15.63815344610606,-14.61619086105733,Occidental
M0x14MCx1551,-17.09212197651822,9.72801679734738,Occidental
M0x14MCx1578,-8.948644625437048,-8.69796780515125,Occidental
M0x14MCx1583,-6.098601039804485,-12.428390937786084,Occidental
M0x14MCx1616,-17.76538054947747,-6.071151581017037,Occidental
M0x14MCx1706,-17.804955591387827,-9.053071803136891,Occidental
M0x14MCx1724,-12.961835134780198,-13.9010486477998,Occidental
M0x14MCx1747,-10.171710580746058,-5.576124351677609,Occidental
M0x14MCx1768,-22.37677190750719,-0.2440021349777144,Occidental
M0x14MCx1775,-20.883367184082395,3.2696250996495406,Occidental
M0x14MCx1861,-16.58139052248213,3.7352341346033184,Occidental
M0x14MCx1943,-6.134445969061048,-8.325678327940516,Occidental
M0x14MCx1953,-14.804526751434793,-0.04582631502357426,Occidental
M0x14MCx1965,-18.75175328014272,-2.264640574477629,Occidental
M0x14MCx2088,-17.420501919986492,-10.4058206002769,Occidental
M0x14MCx2193,-18.776924438825507,18.90430846131119,Occidental
M0x14MCx2269,-18.21267028417383,-1.824588571923118,Occidental
M0x14MCx2355,-16.77202825935182,1.7740853201625795,Occidental
M0x14MCx2381,-13.958596267733785,-7.212577092032935,Occidental
M0x14MCx2393,-13.06394969293327,4.723329837179622,Occidental
M0x14MCx2420,-19.497752848754352,9.162871401438162,Occidental
M0x14MCx2429,-15.934200811379934,-5.742196473561072,Occidental
M0x14MCx2437,-10.66894166637396,-15.745904743983896,Occidental
M0x14MCx2453,-19.274029063459214,8.413163987812595,Occidental
M0x14MCx2468,-16.097130203876866,-9.785994124762993,Occidental
M0x14MCx2479,-18.150330743492766,3.103560797230746,Occidental
M0x14MCx2498,-4.63491373696503,0.7070812870445486,Occidental
M0x14MCx2510,-13.858405188628943,-7.509627185908772,Occidental
M0x14MCx2587,-16.88027018538141,5.105495146212308,Occidental
M0x14MCx2601,-4.352082435048937,-17.15931427926423,Occidental
M0x14MCx2641,-6.401226626038763,-12.278987629866386,Occidental
M0x14MCx2682,-18.36672220160555,0.8074468122378438,Occidental
M0x14MCx2741,-17.989700652414626,-7.281755412746455,Occidental
M0x14MCx2749,-14.612224448522362,-12.660225681363613,Occidental
M0x14MCx2756,0.3179521183830527,-16.762506687587646,Occidental
M0x14MCx2814,-11.088660390867602,-10.596167694282638,Occidental
M0x14MCx2818,-13.563927739701032,-5.651841392706943,Occidental
M0x14MCx2842,-11.940688401253254,8.70598619194131,Occidental
M0x14MCx2932,-9.954338727535063,-14.811214084735369,Occidental
M0x14MCx2998,-3.5897315639486145,-8.470429082872805,Occidental
M0x14MCx3050,-17.78908663427911,1.8593141454724167,Occidental
M0x14MCx3150,-14.860868994119212,-10.004835373620331,Occidental
M0x14MCx3229,-16.861512003792534,1.5195836135339276,Occidental
M0x14MCx3258,-17.673287014432834,0.13536611126313414,Occidental
M0x14MCx3348,-14.363398879197206,-8.067370399146327,Occidental
M0x14MCx3378,-17.185337149351867,13.48552406594899,Occidental
M0x14MCx3397,-13.918818484351217,1.9446069254634306,Occidental
M0x14MCx3405,-21.429180123630353,3.080357839863699,Occidental
M0x14MCx3410,-9.24253520545988,4.7045749361932305,Occidental
M0x20MCx1115,-1.8895313061220982,-16.66207139408205,Occidental
M0x20MCx1122,3.988283487076636,-4.682699928531364,Occidental
M0x20MCx1181,-12.56386451391743,1.9016290173021355,Occidental
M0x20MCx1184,-18.067223840143143,-11.797475827654907,Occidental
M0x20MCx1203,-8.530970887169993,-14.698818774890729,Occidental
M0x20MCx1252,-18.286088635708033,9.446650705957946,Occidental
M0x20MCx1263,-21.49405971331094,-5.2550936742417695,Occidental
M0x20MCx1264,5.4252194049949365,-12.0173204684869,Occidental
M0x20MCx1351,17.851871239585396,8.828039406293225,Occidental
M0x20MCx1366,-19.551478365889754,-7.8056888149292485,Occidental
M0x20MCx1393,-16.48493823615673,-4.798741637726114,Occidental
M0x20MCx1424,-7.447675775431435,-13.95988049082786,Occidental
M0x20MCx1469,-15.505199933014143,2.811455784093096,Occidental
M0x20MCx1478,-6.119004448416177,-5.882054460572367,Occidental
M0x20MCx1634,8.64365839233,-14.600054000026095,Occidental
M0x20MCx1665,-19.38751961722048,-1.7077435794434637,Occidental
M0x20MCx1673,-15.847185164889726,6.389929827215439,Occidental
M0x20MCx1708,-16.279075540925604,-11.114763381740818,Occidental
M0x20MCx1717,-2.995550711333138,-5.174763790630801,Occidental
M0x20MCx1734,-14.04941510095767,-4.5711723168389105,Occidental
M0x20MCx1756,-8.679025774818875,-15.296768924445104,Occidental
M0x20MCx1780,-12.996884656079292,6.854281494063924,Occidental
M0x20MCx1790,-11.45327527528504,-7.952005308248837,Occidental
M0x20MCx1837,-1.2941717223913471,-8.058291465139447,Occidental
M0x20MCx1854,-0.25472526397493134,-12.675508289644508,Occidental
M0x20MCx1871,-21.762168112417967,7.669509180690749,Occidental
M0x20MCx1925,-18.449095376486724,-9.76358350503672,Occidental
M0x20MCx1941,1.8824866704193184,-16.721845762364566,Occidental
M0x20MCx1959,-14.659931860654808,-6.649771145137113,Occidental
M0x20MCx1986,-11.254612512727718,-0.10927512543315832,Occidental
M0x20MCx2000,-7.461602570859533,-9.725112557570384,Occidental
M0x20MCx2016,-20.312205503790597,4.828100117144846,Occidental
M0x20MCx2024,-15.96930723386468,-8.686849528988834,Occidental
M0x20MCx2114,0.8715654030037978,-14.879801130072071,Occidental
M0x20MCx2118,-8.819934476718391,-4.088239010335982,Occidental
M0x20MCx2119,-15.687786014834298,-3.0366188203197018,Occidental
M0x20MCx2233,-16.033825592528387,2.7800684488930583,Occidental
M0x20MCx2265,-7.276682777248656,-14.700484075616806,Occidental
M0x20MCx2328,3.351339376847175,-7.603621583603219,Occidental
M0x20MCx2344,-22.170131193661042,-2.4059922613563876,Occidental
M0x20MCx2483,-5.292518369714653,-11.490912677171004,Occidental
M0x20MCx2542,-7.695730354764606,-4.594096179974341,Occidental
M0x20MCx2559,12.740536327624564,-5.948540704311946,Occidental
M0x20MCx2581,14.62790059007234,-7.502621385250541,Occidental
M0x20MCx2628,-13.326924187539586,-4.876200019591775,Occidental
M0x20MCx2634,-13.786435901483415,-10.721093995411547,Occidental
M0x20MCx2677,-19.70513065601366,6.306713422518956,Occidental
M0x20MCx2717,-17.383157443057378,-2.959128244739106,Occidental
M0x20MCx2745,-10.297945359344112,6.029589956537361,Occidental
M0x20MCx2759,-22.753035165834987,-0.487579718531145,Occidental
M0x20MCx2761,-9.327579015809235,-10.273799918227237,Occidental
M0x20MCx2773,-1.0705164311365234,-11.427709153604827,Occidental
M0x20MCx2787,-16.031771217474542,-8.998943627156102,Occidental
M0x20MCx2870,-14.07490072200017,-6.659774216095264,Occidental
M0x20MCx2885,-3.295096600919532,-14.641514950673294,Occidental
M0x20MCx2895,-16.205355195554663,2.756833138659954,Occidental
M0x20MCx2896,-15.042747035916449,7.511376055892072,Occidental
M0x20MCx2929,2.6786636023909116,-8.634168450447433,Occidental
M0x20MCx2969,-16.007615310153266,-13.133168114732108,Occidental
M0x20MCx2975,-9.568369637129596,-8.554325868137106,Occidental
M0x20MCx2988,-1.8219854071913684,-13.140880112920762,Occidental
M0x20MCx3044,-17.523395461550628,-5.9624018383358015,Occidental
M0x20MCx3048,-14.48876244413649,-7.453319489006867,Occidental
M0x20MCx3119,-16.026219513895473,17.895102328658748,Occidental
M0x20MCx3228,5.7840591522061064,-17.162905203705975,Occidental
M0x20MCx3241,-9.639153086138808,-10.953739597666491,Occidental
M0x20MCx3308,-17.711055257207274,-7.361906429691936,Occidental
M0x20MCx3335,-12.448702818132457,-12.52593363064937,Occidental
M0x20MCx3337,-19.77248697172612,-1.7585486411607052,Occidental
M0x20MCx3402,-8.571707893597807,-0.6767228316126266,Occidental
M0x30MCx1112,0.9018451830635108,-9.643570791884837,Occidental
M0x30MCx1170,-18.791254025022287,2.0080167265582576,Occidental
M0x30MCx1172,-12.770675602729415,-10.807510333035477,Occidental
M0x30MCx1201,-23.923550333812763,-3.1689781734498075,Occidental
M0x30MCx1226,-5.5750942073456535,-14.403812509661723,Occidental
M0x30MCx1259,-18.3165186541611,-4.521360784130871,Occidental
M0x30MCx1270,-22.35424027740369,-0.730161319943285,Occidental
M0x30MCx1308,-16.36677366074861,-11.374443407265307,Occidental
M0x30MCx1314,-16.45580639353079,7.8914790996240445,Occidental
M0x30MCx1321,-20.938512537596818,4.900726703833566,Occidental
M0x30MCx1451,-17.226970550919116,15.860214612573483,Occidental
M0x30MCx1476,-0.9556430315991253,-10.727986871195775,Occidental
M0x30MCx1503,-1.9277031051192193,-17.590378805944983,Occidental
M0x30MCx1517,-4.681073760869765,-13.034597188270059,Occidental
M0x30MCx1556,-19.837595696057733,4.481097440815741,Occidental
M0x30MCx1569,-18.139824339029587,-9.315160203521852,Occidental
M0x30MCx1586,-17.8969918847577,-5.5897278313344065,Occidental
M0x30MCx1592,-18.947136089008485,6.276473768349193,Occidental
M0x30MCx1611,-19.88498029106057,2.4645554302522905,Occidental
M0x30MCx1618,-17.50095353891386,3.438693616222107,Occidental
M0x30MCx1722,-2.1327810950109853,-10.882920939806432,Occidental
M0x30MCx1748,-17.655112394638113,-5.492509886862394,Occidental
M0x30MCx1774,-18.84994153699059,-0.18854117056746755,Occidental
M0x30MCx1786,-13.402907663960395,-8.047062850185096,Occidental
M0x30MCx1787,-23.090182908563065,3.3809269172907586,Occidental
M0x30MCx1791,-21.842452363271402,6.4716117128875625,Occidental
M0x30MCx1792,-8.364746192691673,-11.218329316735641,Occidental
M0x30MCx1860,-21.38464130896905,2.7195193386450875,Occidental
M0x30MCx1911,-14.354862979441016,13.211531602272558,Occidental
M0x30MCx1917,-14.580797978420776,-6.152937524272388,Occidental
M0x30MCx1966,-7.2193784859952395,-9.87183794535192,Occidental
M0x30MCx1993,-22.855340758651735,-3.8731611078164585,Occidental
M0x30MCx2009,-12.128997489030997,-5.135382782719602,Occidental
M0x30MCx2022,-19.605760108425777,6.963302576978649,Occidental
M0x30MCx2041,-11.207882616705973,-9.81291356474695,Occidental
M0x30MCx2081,-18.070461525879722,0.24921909467788161,Occidental
M0x30MCx2099,-18.049153587463056,4.065366359014113,Occidental
M0x30MCx2107,-9.619831413535898,-10.559671043507002,Occidental
M0x30MCx2166,-18.145917857229644,-6.245797951859571,Occidental
M0x30MCx2168,-14.632817270575622,-12.14497153751806,Occidental
M0x30MCx2179,-24.15833231404426,-0.3367920900951624,Occidental
M0x30MCx2201,-17.226499096063804,-7.252830915092519,Occidental
M0x30MCx2298,-8.844115858985887,-4.569930089887145,Occidental
M0x30MCx2327,-16.686056505343878,-11.186457775791993,Occidental
M0x30MCx2334,-7.803316971982966,-3.6933863997795333,Occidental
M0x30MCx2349,-0.47283099801716943,-13.064906676015994,Occidental
M0x30MCx2415,-17.359637749204587,1.817081456703555,Occidental
M0x30MCx2423,-22.46152210834913,4.6332322141428985,Occidental
M0x30MCx2425,-14.484517677976172,-2.3839942328412773,Occidental
M0x30MCx2570,-7.387775817993894,-7.963715801188193,Occidental
M0x30MCx2573,-22.074867677048452,-7.208934708235424,Occidental
M0x30MCx2574,-4.847238001711839,-4.453059922942036,Occidental
M0x30MCx2605,-12.262524794496429,-8.810045343138324,Occidental
M0x30MCx2619,-15.684319408782578,5.28516791111143,Occidental
M0x30MCx2654,-12.004688379822902,10.035586692991531,Occidental
M0x30MCx2662,-18.012669008324018,-1.5574255223853708,Occidental
M0x30MCx2720,-16.143978678102222,-8.685386992526489,Occidental
M0x30MCx2735,-16.096260856739875,-9.381432500722283,Occidental
M0x30MCx2760,-14.84270693827986,-12.597144777838654,Occidental
M0x30MCx2775,-15.121165399232463,-11.412605542276477,Occidental
M0x30MCx2783,-13.998700422785838,-9.236112669798775,Occidental
M0x30MCx2811,-19.588846715965992,5.086054093345935,Occidental
M0x30MCx2819,-16.4896082873283,0.11888302262067096,Occidental
M0x30MCx2822,-5.571115710540459,-8.201943024770351,Occidental
M0x30MCx2941,-14.034005190737094,-0.5983083705407495,Occidental
M0x30MCx2954,-14.091042592921262,-1.600994572167429,Occidental
M0x30MCx2990,-21.78246585534299,-3.617930195798066,Occidental
M0x30MCx3017,-15.543534115668692,6.994123114356323,Occidental
M0x30MCx3030,-18.985518306778907,-7.672478868842041,Occidental
M0x30MCx3070,-0.7883248924224233,-10.374652538280426,Occidental
M0x30MCx3091,-18.35875000850238,-12.994655330750447,Occidental
M0x30MCx3118,-9.472955670834505,-6.4044211214122795,Occidental
M0x30MCx3152,-9.210539883677825,-7.662813819672022,Occidental
M0x30MCx3160,-14.200322053654702,-4.104587479850076,Occidental
M0x30MCx3171,-13.819417413662737,-0.7814433241424545,Occidental
M0x30MCx3180,-18.688322483598043,-10.959784750839315,Occidental
M0x30MCx3237,-17.219239706030113,-10.456639838459186,Occidental
M0x30MCx3314,-9.910964118126387,-4.7134099261801685,Occidental
M0x30MCx3340,-15.861935911977366,-1.9207168965105916,Occidental
M0x30MCx3375,-17.098247477181324,-6.01546488688714,Occidental
M0x10MCx1333,-15.22578016639368,2.107882417397306,Occidental
M0x10MCx1344,-13.379756820601482,5.0422078217849995,Occidental
M0x10MCx2748,14.223272558946688,2.3158847035088046,Occidental
M0x10MCx2864,4.166324372625195,-13.225535382316973,Occidental
M0x11MCx2511,-12.893037551303166,-10.985028354701555,Occidental
M0x12MCx1147,-9.042984340695416,0.6977215187302566,Occidental
M0x12MCx1242,-6.284269478531872,-10.569965364568375,Occidental
M0x12MCx1282,8.443605939145495,-8.778286422996324,Occidental
M0x12MCx1353,-13.059312798404758,-1.8449342666761632,Occidental
