Species,PC1,PC2,contribution
Bacteroides_vulgatus,0.023462084857591936,-0.0760884061756315,0.09955049103322344
Parabacteroides_merdae,-0.05936044244215201,-0.03934409602180755,0.09870453846395956
Actinomyces_odontolyticus,0.051973795655200904,0.04557184553942307,0.09754564119462397
Dorea_formicigenerans,-0.08611534399491944,0.010725227559524368,0.09684057155444381
Parabacteroides_distasonis,-0.008228034157246393,-0.0882667469891547,0.09649478114640109
Eisenbergiella_tayi,0.03395201988477397,-0.060579557825663655,0.09453157771043763
Clostridium_bolteae_CAG_59,0.0718919377669126,-0.021642184236939588,0.0935341220038522
Haemophilus_sp_HMSC71H05,0.020539293235721394,0.07147570394554438,0.09201499718126577
Alistipes_inops,-0.051507590894262656,-0.040456386101360785,0.09196397699562345
Eubacterium_ventriosum,-0.05627828334440222,-0.03546723703341542,0.09174552037781764
Streptococcus_australis,0.04600870691314206,0.045718884569039206,0.09172759148218126
Methanobrevibacter_smithii,-0.07388879516796958,0.015008988352584327,0.0888977835205539
Anaerostipes_hadrus,-0.029616295953760176,-0.057956463962398896,0.08757275991615907
Gemella_haemolysans,0.044502369664736204,0.04295266023363754,0.08745502989837374
Proteobacteria_bacterium_CAG_139,0.015609119087257785,-0.07155596792550384,0.08716508701276163
Megamonas_hypermegale,0.04639972281806276,0.03960596141069056,0.08600568422875332
Blautia_wexlerae,0.04923417168855484,-0.03622902554650549,0.08546319723506032
Actinomyces_sp_ICM47,0.04349254632233021,0.04048140605141392,0.08397395237374414
Dorea_sp_CAG_317,0.04418028572259606,-0.039351198737186927,0.08353148445978298
Mogibacterium_diversum,0.04728179439812481,0.03538657010575065,0.08266836450387546
Bacteroides_coprocola,0.015973189353876163,0.06650731090136969,0.08248050025524585
Blautia_hansenii,0.07247279936412321,0.008815379419850965,0.08128817878397418
Faecalibacterium_prausnitzii,-0.06924832494941058,0.011603593980374804,0.08085191892978538
Blautia_producta,0.0731158396281246,-0.0075631695244032645,0.08067900915252786
Firmicutes_bacterium_CAG_238,-0.044138493633996245,0.035486949735361956,0.0796254433693582
Bifidobacterium_pseudocatenulatum,0.0646565245142254,0.014576443667611847,0.07923296818183725
Eubacterium_sp_CAG_251,-0.03138201293960376,0.04549950790680233,0.07688152084640609
Eubacterium_ramulus,-0.07530333347111408,-0.00108506708131212,0.0763884005524262
Firmicutes_bacterium_CAG_145,0.003912602456825512,-0.07019691559924222,0.07410951805606773
Anaeromassilibacillus_sp_An250,-0.00833680435254448,-0.06523125446928585,0.07356805882183033
Roseburia_sp_CAG_182,-0.033862839520782936,0.03929242189119947,0.0731552614119824
Megasphaera_elsdenii,0.017138054893318034,0.05528275954906317,0.0724208144423812
Holdemania_filiformis,0.007766788134535221,-0.06290765957392627,0.0706744477084615
Turicimonas_muris,0.01617303052010579,-0.05432215608112284,0.07049518660122864
Butyricimonas_synergistica,-0.039013690025029274,-0.03094736438339035,0.06996105440841963
Intestinibacter_bartlettii,0.046820420297419,0.023081693522653227,0.06990211382007222
Lactobacillus_rogosae,-0.0394377290227261,0.029889339268948253,0.06932706829167434
Bacteroides_xylanisolvens,0.011635506866416567,-0.05636048247528604,0.06799598934170262
Clostridium_saccharolyticum,0.03257998635471916,-0.035153067616121345,0.0677330539708405
Clostridium_spiroforme,0.04537355888096028,-0.02206219151718853,0.06743575039814881
Clostridium_sp_CAG_299,0.05243704708372589,-0.011858421312836183,0.06429546839656207
Bifidobacterium_longum,0.03240988815562624,-0.03165291163269286,0.06406279978831911
Bacteroides_eggerthii,-0.031589118634246106,-0.030525427936062846,0.06211454657030895
Victivallis_vadensis,-0.029155897155468905,0.032343227224106715,0.06149912437957562
Bacteroides_intestinalis,-0.011148372091084468,-0.050002890345976374,0.061151262437060844
Monoglobus_pectinilyticus,0.00788899585670254,-0.053007161758045616,0.060896157614748155
Dielma_fastidiosa,0.0370076941329145,-0.023857137629715603,0.060864831762630106
Clostridium_sp_CAG_167,-0.05380107524447039,-0.005833574047013671,0.059634649291484064
Bacteroides_stercoris,0.04386820944429119,-0.015329968146400369,0.05919817759069156
Firmicutes_bacterium_CAG_94,-0.005733090198425334,-0.05344301199088716,0.0591761021893125
Roseburia_sp_CAG_471,-0.02339856404132341,0.03447063663414236,0.057869200675465776
Blautia_hydrogenotrophica,0.03255428188858015,-0.023130763701608232,0.05568504559018839
Allisonella_histaminiformans,0.008663392728432471,0.04646377527865943,0.0551271680070919
Roseburia_intestinalis,-0.05115393494237126,-0.0008917712044583132,0.05204570614682957
Romboutsia_ilealis,0.02590745764536717,0.02596161795569213,0.0518690756010593
Sutterella_parvirubra,0.0037980354867121566,0.04795295252313077,0.05175098800984292
Clostridium_sp_CAG_242,0.025453133431272697,-0.025060423325139802,0.0505135567564125
Clostridium_sp_CAG_253,-0.024427188498986445,0.022973716904999587,0.04740090540398603
Bacteroides_massiliensis,-0.02379618662349347,-0.02315948718359538,0.04695567380708885
Dialister_invisus,0.021812199111298634,-0.02481563475316621,0.04662783386446484
Turicibacter_sanguinis,0.015903542324335142,0.030090967486506182,0.04599450981084133
Clostridium_disporicum,0.011982180135546873,0.03243979773487436,0.044421977870421236
Ruminococcaceae_bacterium_D16,0.023534395950059604,-0.01863840091812112,0.04217279686818072
Bacteroides_sp_CAG_144,-0.02603262982495873,-0.014514435685675203,0.04054706551063393
Dialister_sp_CAG_357,0.011339132967136423,0.028897455981972096,0.04023658894910852
Roseburia_sp_CAG_309,-0.03880645264342378,0.0007759672887682041,0.039582419932191984
Streptococcus_thermophilus,-0.0006826486585378692,-0.03850413563562897,0.03918678429416684
Coprobacter_secundus,-0.023664155768046993,-0.01445491030300027,0.038119066071047265
Eubacterium_sp_CAG_38,-0.030516948749018218,-0.005474588651417977,0.035991537400436195
Coprobacillus_cateniformis,0.03271419734502189,-0.0029626855934316155,0.03567688293845351
Enterorhabdus_caecimuris,0.018391130503298738,-0.01727295401959627,0.035664084522895004
Collinsella_intestinalis,0.030723225195496945,-0.0048809001748677866,0.03560412537036473
Acidaminococcus_intestini,0.026906339687499795,0.00755966304856708,0.03446600273606688
Eubacterium_sp_CAG_274,0.010049258392709587,-0.0239859546709207,0.03403521306363029
Olsenella_scatoligenes,0.009441158164366088,0.02458921740088344,0.03403037556524953
Agathobaculum_butyriciproducens,-0.031331161089162285,0.0018782001292617112,0.033209361218423994
Bacteroides_clarus,-0.007853243079793964,-0.025283267140689073,0.033136510220483036
Bifidobacterium_bifidum,0.012831378290930883,0.019831554276559644,0.032662932567490525
Alistipes_onderdonkii,0.011939683204291915,-0.020713483659659443,0.03265316686395136
Bacteroides_salyersiae,0.003215496417023237,-0.02874941372500542,0.03196491014202866
Bacteroides_nordii,0.019550974082742027,-0.01126943329462261,0.030820407377364637
Bacteroides_galacturonicus,-0.00993221368530625,0.02048648753737488,0.03041870122268113
Ruminococcaceae_bacterium_D5,-0.014076561934846483,-0.0153218198331095,0.029398381767955985
Parabacteroides_johnsonii,0.008025447796131428,-0.02117663030811413,0.029202078104245556
Lactococcus_lactis,0.013505737650088834,0.013612974353095471,0.027118712003184303
Ruminococcus_callidus,-0.007348571561586606,0.018779897941668858,0.026128469503255463
Bacteroides_faecis,-0.008504457480369277,-0.01683470433739353,0.025339161817762808
Parabacteroides_goldsteinii,-0.0019632691324037743,-0.02051988450463404,0.022483153637037817
Paraprevotella_clara,-0.00031498538915815844,0.021522608880014837,0.021837594269172995
Bacteroides_finegoldii,-0.005220966495916378,-0.016063886562435587,0.021284853058351965
Enorma_massiliensis,0.013241492961887686,-0.005156292801160545,0.018397785763048232
Collinsella_massiliensis,0.011446211012198736,0.003801641224190039,0.015247852236388776
Roseburia_sp_CAG_303,0.0014525185693403467,0.009488117588614677,0.010940636157955024
Collinsella_stercoris,0.0036069630673207947,-0.0003124561127800656,0.00391941918010086
